Aug_8,Label,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63
MO_386_E113-1.tif,E113,784.833,746.167,783,732.5,797.167,736.833,807.5,737.167,744.833,731.167,750.833,735.167,751.5,726.167,747.5,657.833,750.167,664.5,756.833,658.167,816.5,624.833,815.833,633.5,824.167,630.833,703,781.5,593,620,624,623.5,614.5,555.5,707,446,727.5,496.5,738.167,454.833,830.167,321.5,928.167,1902.5,921.5,1887.833,937.833,1892.167,954.167,1893.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972,1701,969,1715.5,983.5,1713,NA,NA,557.5,1713.5,622.5,1712,593.5,1578.5,739.5,1367.5,793.5,1430.5,889.167,1349.5,1108.5,1215.167,1007.5,2958.167,1015.167,2944.167,992.5,2951.167,978.167,2951.5,NA,NA,NA,NA,NA,NA,1121.167,2791.5,1120.5,2799.5,1112.833,2793.167,968.5,2776.5,971.5,2784.167,961.167,2782.5,1308.5,3022.5,1369.833,2739.167,1307.833,2752.5,1298.5,2631.167,1179,2518.5,1102.5,2573.5,1039.5,2513,918.5,2466.5
MO_387_E115-1 (1).tif,E115,766,624,771,613.5,761,609,747.167,611.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,537.125,752.5,542.625,743.25,541,NA,NA,NA,NA,NA,NA,NA,NA,853.5,395.75,841.5,415.75,832,385.5,729.75,255.5,864.5,1793.5,868.5,1783.5,856.5,1779.5,840.5,1777.167,929.25,1806,921.25,1804.75,926,1799.5,946.5,1717.833,939.5,1726.833,936.167,1715.5,854.833,1644.5,853.5,1652.167,844.5,1647.167,1024,1966.5,1198,1776,1174,1763,1209,1682,1148.5,1410,1064,1429,1037.5,1385.5,849.5,1243.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925.5,2835.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994.5,3036.5,1086.5,2870.5,1063.833,2860.167,1058.5,2751.833,941.167,2628.5,896.5,2673.167,849.833,2633.167,755.833,2584.5
MO_546_E376.jpg,E376,1310.5,1065.5,1307.5,1055.5,1297.5,1048,1281.5,1052.5,1359,1050,1350.5,1053,1347.5,1043,1362.5,974.5,1361.5,982.5,1350,976,1282,920,1286,931.5,1269,930.5,1468.5,1067.5,1512.5,934.167,1480.5,940.833,1496.5,883.5,1443.167,735.5,1391.167,779.5,1379.167,730.167,1240.5,546.833,1276.833,2769.167,1278.833,2754.5,1259.5,2757.167,1243.5,2759.167,1348.833,2777.167,1338.833,2779.833,1341.5,2767.167,1396,2624,1386,2638.5,1381,2623.5,1254.5,2527.167,1254.5,2543.833,1243.167,2535.167,1585.5,2954.5,1765.5,2672.5,1679.5,2640.5,1727.5,2501.5,1653.5,2205.5,1513.5,2273.5,1459.5,2171.5,1264.833,1874.5,1192.5,4418.5,1193.5,4405.5,1210.5,4408,1226,4409.5,1082.167,4418.5,1093.167,4421.833,1095.167,4409.833,1081.5,4302.5,1094.833,4312.5,1095.833,4297.5,1214.167,4242.5,1213.167,4255.833,1226.833,4252.167,898.5,4538.5,791.5,4314.5,845.5,4286.5,799.5,4222.5,881.5,3942.5,975.5,3982.5,1063.5,3898.5,1331.5,3854.5
MO_547_E377.jpg,E377,567.75,475.75,569.75,469.5,559,468,550.75,468,582.167,477.5,576.167,477,578.833,472.833,606.5,436.5,603.75,439.75,600.75,436.75,566,426.5,565.75,432,558.75,427.25,642.833,507.833,680.833,435.167,669.5,432.5,672.167,406.5,655.5,345.833,631.5,358.5,614.833,334.5,552.833,284.5,807.5,1374.5,811,1367.5,841,1376.5,855,1378,723,1382,730.5,1382,726,1373,720.5,1258.5,722,1264,731,1260,897.833,1202.167,893.833,1209.167,904.5,1209.5,475.167,1563.833,340.167,1237.5,388.167,1238.833,NA,NA,NA,NA,707.5,883.5,791.5,823.5,NA,NA,765.833,2234.833,767.167,2225.5,756.167,2219.833,747.167,2221.167,831.5,2262.833,825.5,2260.167,831.5,2254.5,874.167,2151.5,869.167,2155.833,866.833,2147.833,747.5,2107.5,750.5,2117.833,741.167,2113.5,NA,NA,1127.167,2267.833,NA,NA,1112.5,2077.167,1001.833,1910.5,940.5,1929.167,901.833,1861.167,716.5,1794.5
MO_548_E379.jpg,E379,620.833,559.167,618.5,552.833,630.5,552.167,636.833,551.5,585.167,556.833,591.833,558.5,590.833,552.167,579.833,507.5,583.833,513.5,586.167,507.167,629.167,476.833,628.5,481.833,638.167,481.5,498.5,588,463.833,493.833,480.5,489.833,480.167,459.167,512.833,353.833,555.5,383.167,560.833,355.167,656.5,270.5,726.5,1406,724,1399,719.5,1395.5,708.5,1396,788,1413,781.5,1412.5,783,1406.5,801.75,1330.25,797.5,1332.25,795.75,1326.75,717.5,1284.75,718.5,1292,709,1287,927.833,1509.833,1021.5,1343.5,988.5,1327.5,1012.5,1244.5,939.167,1075.167,887.167,1108.5,857.5,1062.833,722.833,938.833,712.5,2091.25,713,2086.25,708,2081.25,697.25,2078.5,745.833,2107.5,740.167,2105.833,744.833,2103.833,806.167,2036.833,802.5,2040.167,799.5,2033.833,740.25,1943,739,1950.25,734,1946.25,824.833,2219.167,940.833,2112.5,918.167,2089.833,954.167,2033.833,936.833,1908.5,834.167,1923.167,836.833,1848.5,774.167,1785.833
MO_549_E380.jpg,E380,687.5,533.5,688.5,528.167,680.5,527.833,674.167,526.833,715.167,537.167,706.5,536.833,712.5,531.5,726.5,479.5,723.167,485.167,719.167,479.5,669.75,463.5,671.25,469.25,664.25,467.75,769.167,597.5,830.5,477.833,813.167,471.167,819.833,427.833,762.5,335.5,731.5,361.5,NA,NA,NA,NA,910,1355,908,1344.5,931,1342.5,946.5,1341.5,831.5,1397.5,840,1397,835,1385,772.5,1255.5,778.5,1260.5,782.167,1253.167,917.5,1151.167,918.833,1157.5,931.167,1154.167,668.5,1659.5,404.5,1365.5,489.5,1342.5,413.5,1193.5,NA,NA,661.5,898.5,741.5,806.5,1034.5,691.5,929.833,2378.5,932.833,2364.833,919.167,2359.5,902.833,2360.5,1038.167,2406.833,1031.5,2406.833,1034.167,2398.833,1070.5,2256.167,1065.167,2261.167,1062.833,2251.833,913.167,2128.167,917.167,2135.833,907.5,2134.833,NA,NA,1441.5,2315.833,1386.833,2279.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_550_E381.jpg,E381,687.75,532,687.5,526.25,679.25,525.5,671.75,525.75,721.167,531.167,715.5,531.833,718.167,525.833,724.833,481.833,721.167,487.5,716.5,481.833,674.5,462.5,676.25,469.5,667.25,468.25,792.5,564,828.5,468.5,811,469.5,808.5,427,752.5,355,738,367.5,720.5,341.5,669.5,275.5,813.5,1451,813,1441.5,810,1434.5,798.5,1434.5,883,1475,875,1474,881.5,1467,939.833,1373.833,933.5,1377.167,933.167,1370.5,830.5,1305.167,828.167,1313.167,820.5,1308.5,977.5,1649.5,1158.5,1461.5,1127.5,1433.5,1180.5,1350.5,1106.5,1123.5,1065.5,1156.5,1027.5,1085.5,892.833,897.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_551_E382.jpg,E382,682.5,583.167,684.5,575.167,675.167,573.833,667.5,572.833,716.833,584.833,709.833,585.5,711.5,579.5,722.5,552.25,718.75,555.75,717.25,549.25,688.167,516.167,688.833,521.833,679.833,515.5,793.5,628,838,558,821,553.5,843.5,520.5,826,417,795.5,445,794.5,413.5,734.5,278.5,918.167,1472.167,915.833,1465.167,903.5,1469.833,890.833,1472.167,986.5,1456.5,979.167,1457.167,979.833,1451.5,990.167,1372.5,986.833,1377.833,982.167,1371.5,877.167,1333.5,879.5,1339.833,872.167,1338.167,1180.833,1538.5,1242.167,1341.167,1192.833,1333.167,1198.167,1226.5,1071.5,1071.833,1035.5,1114.5,974.167,1039.833,742.5,925.5,735.167,2281.833,732.833,2271.833,759.5,2289.5,773,2290.5,665.5,2287,674,2288,670.5,2280,658,2189,665.5,2197.5,669.5,2192,766.833,2105.5,767.5,2112.5,775.833,2110.833,535.5,2437.5,407.5,2226.5,430.5,2196.5,392.5,2140.5,450.5,1897.5,600.5,1947.5,651.833,1870.833,NA,NA
MO_552_E384.jpg,E384,641.25,554.75,647,544.75,635,552.75,626,552,670.833,544.167,674.167,541.167,668.5,538.833,675.167,501.833,672.833,507.167,671.167,502.167,631.5,485.833,630.5,492.5,623.5,497,736,558,758,484.5,741.5,482.5,745,469.5,724,393,705,406.5,696,375,610.5,271.5,787.5,1437.5,783.5,1431,772,1432.5,762,1433,849,1431.5,844,1434,847.5,1424,873.167,1312.833,870.5,1317.167,865.833,1310.833,757.167,1255.833,758.167,1261.5,751.167,1258.167,1001.5,1522.5,1110.5,1328.5,1068.5,1302.5,1082.5,1207.5,1008.5,1025.5,957.5,1056.5,903.5,998.5,769.5,822.833,680.167,2237.833,679.833,2230.167,673.833,2226.5,663.167,2224.167,731.167,2260.833,725.5,2259.833,729.5,2255.167,774.5,2172.5,769.25,2175,767.25,2167,695.5,2097,694.5,2103.75,688.75,2100,838.5,2368.5,949.5,2274.5,926.5,2237.5,966.5,2145.5,NA,NA,NA,NA,835.5,1909.5,687.5,1793.5
MO_553_E385.jpg,E385,717.5,547.167,714.833,540.167,705.5,539.833,697.833,540.5,752.167,541.833,745.5,542.833,746.833,536.5,748.25,494.5,746.75,500,740.25,491.75,693.833,471.833,696.833,477.833,688.833,476.167,826.5,571.5,858.167,474.167,848.167,468.167,851.5,426.833,804.167,327.833,777.5,348.5,756.833,323.833,652.5,236.5,727.167,1412.167,727.5,1405.167,735.833,1405.5,741.167,1404.833,670.833,1421.5,678.167,1421.833,675.167,1416.167,660.5,1336.833,664.167,1341.5,668.167,1336.167,746.833,1280.833,747.167,1287.167,754.5,1283.833,540.5,1542.5,416.167,1357.833,453.5,1333.833,437.5,1256.5,524.167,1063.167,588.167,1092.5,644.5,1043.5,824.5,979.5,713.5,2236.5,714.5,2230.167,704.833,2227.5,700.167,2226.833,766.833,2246.167,761.833,2246.167,764.5,2239.833,778.75,2161.25,775.5,2165.25,772.25,2159,692.5,2115.5,693.167,2121.833,686.5,2119.5,854.5,2348.5,966.5,2207.5,939.5,2186.5,959.5,2117.5,882.5,1952.5,846.5,1969.5,787.5,1939.5,647.5,1883.5
MO_554_E386.jpg,E386,678.833,512.5,680.167,507.167,683.167,500.5,691.5,505.5,647.833,511.5,654.833,511.833,654.833,506.833,644.5,469.833,647.833,473.167,651.5,469.833,687.167,440.167,686.167,446.833,692.167,444.833,586.167,553.5,542.5,469.167,564.5,470.5,551.167,417.167,NA,NA,612.5,359.833,623.833,331.833,697.5,258.5,844.167,1225.167,845.5,1219.5,831.833,1221.833,824.167,1226.833,916.5,1236,911.25,1235.25,913,1230.25,927.833,1137.5,921.833,1142.833,922.167,1135.167,804.833,1096.167,807.167,1102.167,798.5,1100.5,1038.833,1333.833,1146.167,1161.833,1096.833,1148.5,1142.167,1035.167,1055.5,851.167,970.167,907.167,920.833,856.5,766.5,743.5,749.167,2235.5,747.167,2228.833,776.167,2227.5,785.5,2225.833,681.5,2263.833,687.167,2262.167,685.167,2258.5,660.75,2166.75,663.75,2170.25,666.5,2166,745,2084.5,746.25,2089.25,755,2086.75,NA,NA,NA,NA,460.5,2213.5,405.5,2104.5,492.5,1882.5,595.5,1960.5,NA,NA,NA,NA
MO_555_E387.jpg,E387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.5,1378,879,1370,856,1369,845.5,1367.5,937,1392.5,930,1393,933,1388,977.25,1290.25,973,1293.75,972.5,1286.75,867,1222.25,867,1228.75,856.75,1222.75,1077.5,1528.5,1232.5,1316.167,1140.5,1309.5,1199.5,1206.5,1153.833,1018.833,1052.5,1060.167,983.167,978.833,803.5,904.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_556_E388.jpg,E388,659,468.75,656.5,464,665,460.5,672,460.5,628.75,481,634,480,630.5,475,604.5,432.75,608.75,436.75,610.75,432,648.75,392.5,650,396.75,655.75,391.75,599.167,546.833,499.167,498.167,510.5,474.833,477.167,428.167,498.5,317.5,532.5,320.833,552.5,288.833,611.833,188.833,857.5,1416,858.5,1406.5,879.5,1405,886.5,1403.5,794.833,1418.167,799.833,1418.167,799.167,1411.167,746.5,1273.167,750.167,1278.833,755.5,1274.833,887.167,1247.5,887.5,1254.5,897.5,1250.833,512.5,1518.5,468.5,1404.5,476.5,1226.5,523.5,1220.5,539.5,1084.5,712.5,953.5,771.5,949.5,1045.5,909.5,791.5,2257.5,793.5,2247,781.5,2243.5,772.5,2243.5,870,2255,863.25,2255.75,863.5,2248,883.5,2124,881.25,2129.75,876,2124.75,760.5,2103.5,763.833,2110.5,755.5,2108.833,NA,NA,NA,NA,NA,NA,1055.5,1989.5,923.5,1865.5,893.5,1881.5,825.5,1819.5,665.5,1801.5
MO_557_E390.jpg,E390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830.25,1463,832.75,1456.5,821.75,1454.75,812.5,1453.25,882,1471.5,877.25,1471.75,881,1462.5,927.167,1373.167,924.167,1378.833,919.167,1368.833,839.167,1277.5,839.5,1284.833,827.833,1279.5,1076.5,1629.5,1225.5,1409.5,1182.833,1392.167,1226.833,1273.833,1118.833,1003.167,1038.833,1065.833,NA,NA,886.167,861.167,769,2291,772,2282,786.5,2281.5,798.5,2283,688,2270.5,694.5,2275.5,695.5,2269,701.5,2132,703,2142,710.5,2136,826,2098,823,2104.5,832.5,2104.5,NA,NA,NA,NA,NA,NA,NA,NA,655.167,1757.167,724.5,1854.5,NA,NA,927.167,1841.167
MO_558_E392.jpg,E392,627.5,581.5,627.167,575.5,638.5,581.167,650.167,583.833,558.833,563.833,563.833,566.833,564.167,560.167,597.5,517.167,601.5,522.833,606.5,518.5,655.833,497.167,654.5,504.5,661.167,503.833,519.5,582.167,504.167,534.833,513.5,527.5,502.167,472.833,562.833,375.5,NA,NA,636.167,356.167,671.5,306.833,703.833,1444.167,705.833,1437.5,694.5,1433.5,685.167,1431.5,774.833,1459.5,767.833,1457.833,772.833,1451.5,801.167,1365.833,797.167,1371.5,795.833,1360.5,723.167,1272.5,722.167,1279.167,716.167,1271.833,886.5,1596.5,1041.5,1438.5,999.5,1415.5,1063.5,1309.5,967.5,1066.5,914.5,1106.5,858.5,1024.5,691.5,887.5,769.167,2255.833,771.167,2248.5,744.5,2264.5,733.833,2263.833,825.5,2258.833,820.5,2261.167,820.5,2253.167,871.5,2131,867,2137.5,862.5,2129.5,735,2076,735.5,2082,729,2079,987.5,2377.5,1111.5,2171.5,1063.5,2129.5,1091.5,2011.5,963.5,1863.5,NA,NA,NA,NA,NA,NA
MO_559_E394.jpg,E394,588.5,530.25,592,526.5,579.75,522,572.5,520,614.75,544,609.75,542,613.75,537.75,643.25,500.5,639.5,503.75,638.25,496.5,592.25,465.75,590.5,471.75,585,468,653.167,605.167,730.5,548.5,719.167,537.167,752.5,481.167,725.167,387.167,702.5,389.833,681.833,343.833,608.5,272.5,820.167,1540.5,823.167,1534.5,816.167,1529.167,806.167,1524.5,890.5,1568.833,884.5,1569.167,886.833,1561.5,947.5,1466.167,942.167,1469.833,940.5,1462.5,845.167,1378.167,842.5,1383.833,834.833,1378.167,1052.5,1722.833,1231.167,1525.5,1185.833,1493.5,1227.167,1424.167,1147.167,1146.833,1065.833,1178.833,1012.167,1111.167,764.167,1024.5,766.167,2234.833,766.5,2226.833,778.167,2228.167,787.167,2228.833,713.167,2224.833,720.5,2227.5,720.833,2215.833,718.5,2125.75,719.25,2132.5,724.5,2131,820.75,2102.25,816.5,2106.75,824,2109.75,622.5,2326.5,541.5,2059.5,583.5,2063.5,606.5,1970.5,776.5,1882.5,795.5,1989.5,NA,NA,NA,NA
MO_560_E396.jpg,E396,722.167,649.167,722.167,645.167,734.833,650.5,743.5,648.833,686.167,642.167,691.5,644.5,692.5,639.833,694.833,601.167,695.167,604.5,699.833,601.833,731.833,587.5,732.833,592.833,738.833,588.833,596.5,658.5,589.5,570,598.5,568,597,537,639.5,493,650.5,494.5,653.5,464,775.5,404.5,793.167,1509.833,792.167,1502.833,814.5,1503.5,823.5,1502.5,732.833,1524.5,741.167,1523.167,737.833,1515.833,714.167,1430.833,717.5,1436.167,724.5,1432.167,804.833,1345.833,806.5,1350.833,815.167,1348.833,572.167,1650.167,433.5,1462.5,465.5,1448.5,440.5,1303.5,567.5,1095.5,627.5,1130.5,679.5,1065.5,906.167,943.5,726.5,2283.5,730.5,2272,718,2262.5,710,2259.5,778,2309,771.5,2306,775,2296,864.5,2200.167,858.5,2203.833,857.167,2196.167,773.833,2081.167,773.833,2089.5,765.167,2082.833,907.5,2522.833,NA,NA,NA,NA,1154.167,2126.833,1106.5,1912.5,NA,NA,1012.5,1855.5,854.167,1701.5
MO_561_E397.jpg,E397,608.25,443.5,606.75,439,616,440.25,623.25,442.5,567.25,438.25,572.75,440.75,573.25,433.5,558.833,383.833,563.5,390.167,568.5,384.5,621.75,364.5,620.75,371,628,368,501.5,475.167,449.5,371.167,476.833,367.167,NA,NA,NA,NA,NA,NA,564.167,251.833,650.833,228.5,815.833,1278.833,811.833,1274.833,828.167,1271.5,838.5,1267.833,738.833,1301.833,744.833,1300.833,742.833,1295.5,725.833,1228.5,731.5,1231.833,732.833,1225.167,808.5,1153.5,810.833,1159.833,818.833,1155.5,627.5,1425.5,523.833,1303.833,561.167,1285.833,513.833,1194.5,532.5,1031.833,594.5,1045.167,616.5,979.833,710.5,795.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
